id,product_name,region,sales_amount,date,quantity,category,customer_id,profit
41635,Mobile,,5554.21,8/27/2025,2,Accessories,C1433,564.78
629,Smartwatch, SOUTH,-3242.4,9/21/2024,3,Electronics,C1341,-569.22
12992,Tablet, SOUTH,1094.08,2/23/2025,4,Accessories,C1291,277.52
31985,Tablet,West ,2658.89,6/29/2025,2,Accessories,C1486,749.37
1827,Tablet,north ,3251.63,6/12/2025,5,Clothing,C1331,436.69
18622,Tablet,West ,5792.42,1/5/2025,2,Electronics,C1044,868.62
25285,Camera, SOUTH,5069.48,6/14/2025,1,Clothing,C1137,561.68
19682,Keyboard,West ,5618.44,12/5/2025,1,Electronics,C1337,1014
43474,Headphones,north ,3017.84,11/12/2025,1,Furniture,C1057,589.14
34777,Keyboard,east,2275.41,2/23/2026,3,Furniture,C1177,749.78
49118,Printer,,4886.45,3/29/2024,2,Electronics,C1363,1045.86
41430,Smartwatch,Central,368.4,7/31/2026,1,Office Supplies,C1299,84.14
46441,Printer,east,2499.74,9/14/2025,2,Clothing,C1304,466.43
19202,Tablet,,1862.75,3/6/2024,3,Office Supplies,C1287,598.35
29394,Mobile,South,3003.83,7/19/2024,4,Furniture,C1156,792.6
44509,Laptop,Central,4197.61,1/27/2024,4,Accessories,C1293,1176.12
49141,Mobile,east,2725.99,9/6/2024,5,Electronics,C1222,407.41
19499,Laptop,north ,1887.1,2/4/2025,3,Clothing,C1328,392.29
13392,Printer,West,3064.85,1/3/2026,1,Clothing,C1427,914.74
24726,Camera,north ,-1950.38,7/18/2024,4,Office Supplies,C1172,-340.89
37268,Headphones,West ,5292.11,7/15/2024,4,Electronics,C1477,1070.67
21158,Monitor, SOUTH,3757.25,9/18/2025,2,Accessories,C1132,429.81
45869,Camera,South,2609.12,2/20/2024,5,Furniture,C1159,326.58
13120,Keyboard,South,1437.67,9/29/2024,4,Office Supplies,C1479,222.16
30782,Headphones,West,1749.01,8/28/2025,1,Electronics,C1073,528.39
11005,Tablet,South,1238.88,,3,Clothing,C1449,271.19
30730,Laptop,east,3339.89,7/8/2024,3,Office Supplies,C1465,613.05
9851,Headphones,West,138.28,2/11/2025,4,Clothing,C1109,26.05
39608,Headphones, SOUTH,4276.64,6/24/2025,2,Office Supplies,C1421,1005.21
15703,Headphones,Central,3518.6,1/4/2026,2,Electronics,C1373,373.87
868,Tablet,West ,3630.52,10/4/2024,3,Furniture,C1213,751.92
334,Smartwatch,,,5/7/2024,2,Furniture,C1443,527.38
7259,Printer,,1517,1/1/2026,2,Furniture,C1393,153.15
26437,Printer,,2035.37,9/23/2024,3,Accessories,C1331,627.43
19594,Headphones,West ,5802.94,9/24/2024,3,Clothing,C1064,626.69
24260,Headphones,,397.76,2/2/2025,4,Clothing,C1474,108.36
28399,Tablet,West ,4401.73,1/22/2025,3,Office Supplies,C1294,979.06
15414,Monitor,North,2083.71,10/3/2024,5,Clothing,C1489,692.42
27679,Smartwatch,,1677.81,7/22/2024,1,Clothing,C1339,368.61
28393,Mobile,West ,1021.09,8/28/2024,4,Clothing,C1453,182.13
26770,Mobile,Central,805.97,11/20/2024,2,Clothing,C1202,194.26
9856,Laptop,South,3213.87,5/10/2024,5,Furniture,C1226,786.69
12382,Mobile,,3590.82,2/26/2025,2,Electronics,C1258,1042.66
6693,Tablet,north ,1147.72,1/1/2025,1,Furniture,C1272,156.94
44877,Camera,North,2241.92,10/30/2025,2,Office Supplies,C1044,492.26
1323,Laptop,,4162.86,5/29/2024,4,Accessories,C1150,1428.59
5445,Tablet,Central,133.3,9/14/2025,3,Furniture,C1017,25.36
23676,Monitor,North,4690.85,7/21/2024,5,Accessories,C1028,1385.99
43440,Tablet,West ,817.58,10/8/2025,1,Office Supplies,C1103,197.3
12144,Mouse,,1454.55,2/8/2026,1,Electronics,C1051,245.24
23682,Headphones,South,525.45,3/24/2025,2,Accessories,C1039,91.06
39554,Camera,West,4730.79,2/18/2024,3,Furniture,C1121,1126.21
18417,Headphones,north ,4850.3,3/30/2026,3,Office Supplies,C1131,1419.5
40317,Printer,Central,3582.68,3/29/2026,3,Electronics,C1230,910.02
23667,Smartwatch, SOUTH,1600.19,12/5/2025,4,Accessories,C1389,556.05
12201,Headphones,,471.44,10/30/2025,2,Clothing,C1103,86.5
30602,Printer,West ,3878.12,4/6/2026,5,Accessories,C1384,391.3
2765,Keyboard,north ,3341.84,6/3/2024,1,Clothing,C1437,789.82
4066,Tablet,Central,2498.57,10/17/2024,2,Furniture,C1278,648.39
8806,Camera,East,3989.18,11/29/2024,3,Furniture,C1051,1187.67
15450,Laptop,South,2486.52,7/30/2025,2,Accessories,C1334,762.91
14483,Laptop,Central,597.58,3/8/2025,1,Electronics,C1147,120.98
35424,Laptop, SOUTH,3695.26,9/11/2024,1,Accessories,C1112,386.9
46458,Smartwatch,East,5517.68,6/3/2024,4,Office Supplies,C1222,1878.13
23369,Printer,North,631.97,2/24/2025,2,Electronics,C1334,138.98
21207,Mobile,,2629.38,2/25/2025,5,Electronics,C1487,778.2
42846,Mobile,Central,3110.78,6/7/2024,4,Accessories,C1114,1072.32
48834,Headphones,,1403.04,6/18/2024,4,Furniture,C1470,388.75
30065,Monitor,North,5129.58,1/14/2024,2,Clothing,C1469,1688.56
21144,Printer,West,435.61,9/16/2025,4,Furniture,C1170,77.84
34155,Monitor,West,1882.33,11/18/2024,3,Office Supplies,C1448,384.71
32473,Smartwatch,Central,1522.96,3/21/2026,5,Electronics,C1464,388.4
1526,Headphones,,-2810.65,9/19/2024,4,Clothing,C1324,-700.52
12974,Smartwatch,north ,833.06,3/27/2025,4,Clothing,C1492,259.66
48501,Printer,East,4908.32,7/12/2025,3,Electronics,C1140,501.16
42481,Camera,,2683.65,4/8/2024,3,Office Supplies,C1172,285.52
37205,Headphones,South,1072.09,1/29/2026,3,Accessories,C1258,108.31
6984,Keyboard,Central,4058.69,,3,Electronics,C1426,871.42
18034,Tablet,West ,1140.23,3/10/2024,1,Office Supplies,C1120,161.13
37491,Smartwatch,,2722.07,10/13/2025,5,Accessories,C1126,899.14
21918,Headphones,north ,4139.93,9/7/2024,2,Electronics,C1074,954.8
36225,Camera,east,5693.49,12/18/2025,1,Electronics,C1349,1450.29
22835,Laptop,East,4249.56,8/11/2025,5,Electronics,C1493,1078.05
7008,Mobile,South,3895.32,6/15/2025,5,Accessories,C1483,857.2
26069,Laptop,north ,1350.66,10/22/2025,1,Office Supplies,C1251,230.48
37537,Monitor,East,1594.65,9/13/2024,3,Accessories,C1030,263.36
5669,Headphones,north ,2105.27,,4,Office Supplies,C1084,694.58
14698,Monitor,North,3883.86,6/10/2025,1,Office Supplies,C1275,1264.03
14073,Tablet,North,553,9/18/2025,5,Furniture,C1329,94.14
15136,Mobile,north ,5076.27,8/4/2024,1,Office Supplies,C1130,1179.22
6407,Camera, SOUTH,2962.85,11/14/2024,4,Furniture,C1318,304.2
1386,Printer,,4873.03,2/14/2026,5,Office Supplies,C1403,785.25
37524,Printer,Central,2512.67,3/5/2024,4,Furniture,C1469,460.48
16195,Laptop,North,194.42,1/26/2025,3,Accessories,C1230,63.89
9574,Mobile,,4252.27,5/21/2024,1,Office Supplies,C1431,1361.9
43054,Smartwatch, SOUTH,3584.51,12/20/2024,4,Furniture,C1473,423.7
4606,,North,4656.97,8/9/2024,3,Furniture,C1303,1398.21
22450,Monitor,East,2875.9,11/22/2024,4,Electronics,C1172,950.1
39485,Headphones,East,745.39,6/2/2024,4,Office Supplies,C1229,93.97
31090,Camera, SOUTH,1130.83,12/29/2024,2,Electronics,C1402,314.01
5457,Tablet,West ,4600.97,8/25/2024,1,Clothing,C1287,673.04
18391,Laptop,,3072.69,8/25/2025,4,Office Supplies,C1432,463.81
11822,Printer,Central,810.04,3/6/2025,1,Clothing,C1244,163.58
19796,Tablet,north ,517.85,9/16/2024,5,Office Supplies,C1375,75.68
16692,Smartwatch,,2689.84,1/5/2026,3,Clothing,C1105,603.11
49563,Keyboard,,2073.91,5/27/2025,2,Office Supplies,C1407,384.01
25483,Mouse,north ,1133.88,5/30/2025,2,Furniture,C1124,381.81
20405,Printer,,3942.94,10/31/2025,3,Electronics,C1191,924.36
14704,Mobile,West ,729.77,7/22/2025,2,Furniture,C1363,97.63
27969,Keyboard,,400.38,8/26/2024,4,Furniture,C1330,107.19
34011,Printer,South,975.7,2/21/2026,2,Office Supplies,C1324,154.36
37540,Camera,South,1274.26,7/15/2025,1,Office Supplies,C1149,431.18
28773,Smartwatch,Central,3787.37,5/22/2025,1,Accessories,C1153,811.71
25493,,,3080.57,11/1/2025,1,Electronics,C1489,518.39
24643,Keyboard,north ,275.27,10/8/2025,2,Office Supplies,C1451,40.64
47660,Printer,West ,4488.89,12/25/2025,5,Clothing,C1366,1567.25
24678,Mobile,,2668.93,9/8/2025,1,Accessories,C1408,562.81
49576,Camera,north ,514.65,3/18/2024,1,Office Supplies,C1450,117.34
7119,Printer,north ,2729.43,2/12/2026,1,Electronics,C1088,783.61
27020,Printer,Central,3823.64,3/6/2024,3,Office Supplies,C1255,603.04
10955,Smartwatch,,3407.73,7/3/2025,4,Accessories,C1072,1033.12
3619,Printer,,2461.87,,5,Furniture,C1412,756.44
38334,Camera,North,1181.57,2/3/2026,1,Electronics,C1121,182.07
3693,Headphones,West,4932.59,8/10/2024,4,Furniture,C1313,826.54
43868,Tablet,East,1979.69,5/12/2024,5,Office Supplies,C1377,410.6
34112,Headphones,South,1356.09,12/25/2023,2,Office Supplies,C1093,293.12
18578,Smartwatch,East,2456.49,6/23/2026,1,Office Supplies,C1044,710.99
12377,Monitor,North,175.55,9/16/2024,4,Furniture,C1188,22.6
10008,Headphones,,3943.29,11/2/2026,5,Furniture,C1390,891.88
11164,Tablet,West ,3821.64,5/1/2026,3,Furniture,C1438,834.38
46245,Monitor,east,-3514.14,5/9/2026,3,Office Supplies,C1167,-452.51
16442,Camera,,4176.73,12/3/2024,3,Furniture,C1061,473.35
1659,Laptop,West ,2044.36,1/24/2026,2,Accessories,C1167,648.11
41315,Mobile,North,962.82,9/1/2024,4,Clothing,C1352,241.97
2989,Mobile,West ,,7/20/2024,2,Office Supplies,C1145,740.93
36035,Keyboard,South,3902.47,2/14/2024,5,Electronics,C1010,796.76
46610,Headphones,West,4388.3,12/23/2025,4,Furniture,C1024,1370.46
25588,Camera,north ,3066.32,3/8/2024,3,Accessories,C1336,529.88
42473,Smartwatch,,3649.51,1/7/2025,4,Electronics,C1113,865.36
43667,Mouse,West ,1513.31,6/28/2024,5,Clothing,C1072,510.39
24601,Laptop,East,4106.81,8/11/2024,1,Electronics,C1038,1405.79
10798,Camera,West,4918.72,2/23/2025,4,Electronics,C1480,833.21
27121,Tablet,,4238.49,1/19/2024,1,Office Supplies,C1083,1329.85
16619,Smartwatch,,5208.32,1/5/2025,4,Accessories,C1447,1727.7
753,Headphones,North,674.85,8/8/2025,4,Electronics,C1446,118.46
46266,Headphones, SOUTH,1043.02,11/10/2024,2,Electronics,C1091,140.28
17345,Printer,,5571.44,3/24/2024,1,Clothing,C1267,879.7
37760,Laptop,Central,3671.55,6/21/2025,2,Accessories,C1045,392.08
36648,Laptop,east,450.98,5/16/2025,1,Clothing,C1234,150.84
28512,Smartwatch,east,3286.07,5/29/2024,5,Electronics,C1481,606.01
42019,Laptop, SOUTH,1929.9,9/6/2025,4,Clothing,C1486,287.58
27913,Keyboard, SOUTH,3711.64,12/26/2025,4,Accessories,C1091,764.6
8432,Mouse,,752.31,,2,Electronics,C1196,108
25101,Laptop,North,1903.34,9/28/2024,3,Accessories,C1444,285.38
42923,Tablet,West,1982.75,7/30/2025,5,Clothing,C1005,325.94
19878,Headphones,South,4670.79,3/3/2025,2,Furniture,C1256,760.24
14111,Printer,,804.69,11/19/2024,1,Clothing,C1332,188.5
27573,Laptop,South,4778.04,6/4/2026,3,Clothing,C1276,984.57
22685,Laptop,north ,3068.69,2/8/2024,2,Electronics,C1297,1035.55
39988,Headphones,West,4498.55,3/31/2026,5,Furniture,C1204,688.92
16827,,South,1926.02,6/5/2025,5,Clothing,C1170,637.02
40861,Laptop,South,5631.22,12/21/2024,1,Electronics,C1099,1328.9
3568,Smartwatch,South,3983.44,4/9/2024,2,Electronics,C1317,830.19
30692,, SOUTH,3968.99,12/16/2025,5,Office Supplies,C1458,1094.38
11911,Printer,,2590.75,3/9/2025,2,Electronics,C1026,615.25
30281,Printer,,2338.5,2/2/2024,2,Accessories,C1178,575.81
25080,Printer,east,4181.3,10/6/2024,1,Electronics,C1432,1275.51
23151,Smartwatch,West ,2242.8,8/13/2025,5,Office Supplies,C1455,410.17
15941,Tablet,east,4790.48,5/12/2025,1,Office Supplies,C1388,1260.55
26407,Camera,Central,3808.14,5/29/2024,3,Electronics,C1284,559.31
35233,Headphones,West,3423.67,6/23/2025,3,Accessories,C1441,566.06
23520,Headphones,north ,1979.15,10/4/2025,2,Accessories,C1186,483.81
45026,Laptop,North,2007.5,6/16/2024,2,Electronics,C1340,663.23
36322,Tablet,East,1729.02,12/24/2025,2,Office Supplies,C1354,206.83
12935,Mouse,South,-2073.18,5/4/2025,4,Furniture,C1110,-296.86
33546,Mobile,West ,3494.86,7/23/2024,2,Electronics,C1144,818.28
36524,Camera,North,1219.16,7/31/2024,5,Furniture,C1145,162.62
25005,Camera,,810.76,4/17/2024,3,Office Supplies,C1227,95.25
37882,Mouse,north ,3634.2,5/22/2024,3,Accessories,C1222,720.66
11747,Smartwatch,South,2245.2,10/5/2024,1,Clothing,C1353,449.55
9664,Monitor,east,3337.54,8/5/2024,1,Accessories,C1386,360.27
26787,Smartwatch,North,977.25,7/17/2024,4,Office Supplies,C1246,154.03
39980,Headphones,East,3544.19,4/5/2025,4,Accessories,C1078,828.08
10451,Headphones,North,2236.19,10/23/2025,4,Accessories,C1217,512.1
3687,Printer,West ,4138,,5,Furniture,C1322,1140.68
38531,Laptop,South,2235.73,11/17/2024,2,Office Supplies,C1094,533.82
28785,Keyboard,north ,2699.27,9/7/2025,4,Furniture,C1393,519.27
16805,Mouse,West,4033.15,10/12/2024,4,Clothing,C1043,1355.52
26640,Printer,east,2323.03,5/31/2025,4,Office Supplies,C1162,720.98
45899,Headphones,north ,2043.56,6/20/2024,3,Office Supplies,C1260,368.7
18989,Tablet,East,2525.14,6/12/2026,5,Furniture,C1288,317.79
11793,Monitor,West ,1031.71,12/8/2025,2,Electronics,C1357,301.2
10797,Printer,east,3037.33,6/3/2025,5,Accessories,C1342,409.36
16667,Headphones,,473.72,11/11/2025,3,Electronics,C1014,114.27
1156,Keyboard,West,3104.86,7/13/2025,1,Electronics,C1028,999.64
8046,Camera,East,1904.98,,2,Furniture,C1055,655.05
42383,Tablet,north ,2427.44,10/2/2024,1,Furniture,C1342,255.33
23107,Mouse,north ,2861.44,2/14/2025,2,Clothing,C1022,804.94
27413,Laptop, SOUTH,4347.78,6/22/2024,2,Furniture,C1221,1264.47
36878,Laptop,West ,1388.22,8/17/2025,3,Electronics,C1375,227.88
28251,Camera,,3890.32,8/8/2025,5,Accessories,C1342,1210.18
23779,Mouse, SOUTH,132.71,9/6/2025,4,Electronics,C1481,43.6
48177,Printer,South,600.01,3/5/2026,5,Accessories,C1424,158.32
43904,Smartwatch,north ,686.68,10/22/2025,3,Accessories,C1233,79.96
21734,Printer,South,5552.69,6/17/2025,4,Accessories,C1444,806.97
13166,Keyboard,,614.13,7/7/2024,5,Accessories,C1372,107.21
12387,Tablet,West,2394.13,11/13/2024,1,Clothing,C1450,411.75
39799,Keyboard,,5180.93,7/20/2025,2,Office Supplies,C1329,689.22
13474,Laptop,,3504.61,11/30/2024,2,Clothing,C1486,1113.73
3462,Keyboard,West,3031.78,2/26/2025,1,Accessories,C1005,1050.57
48893,Tablet,,1417.84,11/3/2024,4,Electronics,C1279,326.97
25706,Laptop,North,1667.51,10/25/2024,1,Accessories,C1042,244.07
6342,Printer,,3667.24,10/28/2025,1,Accessories,C1335,1065.2
35355,Smartwatch, SOUTH,4449.71,10/7/2025,1,Furniture,C1050,1528.9
31403,Headphones,West,3999.16,3/14/2025,4,Furniture,C1231,1382.76
48774,Monitor,Central,5304.29,10/12/2025,3,Furniture,C1332,874.85
10494,Smartwatch,West,4143.73,10/4/2025,1,Office Supplies,C1310,1321.35
27160,Keyboard,West ,3355.79,11/3/2025,5,Accessories,C1408,612.1
45939,Keyboard, SOUTH,1453.63,5/31/2025,1,Office Supplies,C1365,462.28
14574,,East,3701.81,5/11/2024,1,Electronics,C1050,463.92
6143,Keyboard,West,3528.12,9/13/2024,5,Accessories,C1149,946.12
47091,Headphones,West,2856.11,11/30/2025,3,Clothing,C1127,330.17
179,Smartwatch,South,2501.38,2/20/2026,5,Accessories,C1409,406.33
8995,Laptop,north ,943.93,9/22/2024,5,Furniture,C1162,127.78
7578,Tablet,,726.01,5/4/2024,1,Accessories,C1498,174.86
35457,Headphones, SOUTH,1314.44,9/21/2025,3,Clothing,C1104,243.66
33877,Monitor,North,2282.4,1/12/2025,5,Accessories,C1194,456.86
14003,Monitor,North,1498.18,8/28/2025,3,Furniture,C1163,455.98
39495,Printer,north ,3123.31,7/15/2026,4,Electronics,C1079,673.02
7514,Headphones,East,4053.8,7/9/2025,2,Furniture,C1327,593.48
20218,Tablet,East,2137.1,12/16/2024,2,Furniture,C1383,553.72
7722,Monitor,north ,979.41,10/17/2024,3,Electronics,C1305,271.25
32846,Printer,north ,2836.17,8/30/2025,2,Clothing,C1072,450.7
37231,Monitor,North,5090.23,2/27/2026,4,Electronics,C1196,1002.67
83,Monitor,South,1514.58,10/6/2025,3,Clothing,C1435,386.64
40358,Monitor,Central,4450.6,8/5/2025,3,Office Supplies,C1457,1412.72
34752,Keyboard,East,2868.59,4/22/2024,1,Furniture,C1341,611.48
40439,,east,554.33,3/6/2025,1,Clothing,C1077,63.66
13077,Laptop,,3048.94,6/27/2024,5,Furniture,C1473,825.18
5579,Camera,East,696.1,11/22/2024,3,Accessories,C1487,188.96
44594,Monitor,,2903.25,8/19/2024,2,Clothing,C1140,758.24
36199,Mouse,East,4507.75,1/22/2025,3,Furniture,C1185,851.54
13985,Printer,South,3121.81,10/25/2025,2,Office Supplies,C1491,709.59
38402,Keyboard,West ,4425.34,12/30/2024,2,Electronics,C1154,748.64
38138,Tablet,South,1760.85,2/4/2025,5,Furniture,C1068,181.64
37486,Mouse,Central,2878.18,11/12/2025,3,Clothing,C1260,744.53
8900,Keyboard,east,3179.33,,2,Office Supplies,C1190,1048.97
12367,Mobile,East,3369.89,3/12/2025,2,Accessories,C1189,514.83
6120,Camera,South,4431.47,,4,Furniture,C1476,1108.57
28977,Monitor, SOUTH,2150.95,2/17/2025,5,Electronics,C1148,222.81
12869,Smartwatch, SOUTH,1488.35,5/17/2025,1,Furniture,C1491,358.54
38079,Keyboard,North,171.93,6/24/2025,2,Furniture,C1285,17.88
7572,Printer,Central,2297.52,5/8/2024,1,Clothing,C1100,760.37
22782,Laptop,east,660.12,9/23/2024,2,Accessories,C1417,126.8
5984,Headphones,West ,3506.19,10/4/2025,1,Accessories,C1054,844.77
9505,Laptop,east,2939.65,8/26/2025,3,Office Supplies,C1425,388.67
3569,Mobile,North,196.71,9/14/2025,1,Furniture,C1201,43.41
18536,Headphones,North,1666.63,5/11/2025,4,Electronics,C1287,459.82
34370,Keyboard,South,5180.33,6/22/2025,4,Accessories,C1032,1534.13
40572,Keyboard,East,2193.15,10/3/2024,2,Electronics,C1317,414.04
32535,Keyboard,West ,1836.45,1/8/2026,4,Electronics,C1146,519.81
3680,Printer,Central,1330.7,9/5/2024,4,Office Supplies,C1218,303.26
1432,Smartwatch,,234.72,2/19/2026,1,Furniture,C1489,47.42
32183,Keyboard,East,1443.49,5/20/2024,2,Furniture,C1168,421.49
7063,Keyboard,West ,385.24,6/6/2025,3,Office Supplies,C1309,106.74
41273,Keyboard,Central,4216.39,12/10/2024,3,Accessories,C1095,1282.75
10767,Smartwatch,East,3094.87,5/17/2024,3,Office Supplies,C1155,902.04
13691,Monitor,South,2006.71,1/14/2025,4,Clothing,C1460,635.68
12945,Mobile,east,144.87,7/29/2024,3,Furniture,C1321,31.12
1202,Printer,North,4572.44,5/7/2024,3,Furniture,C1004,1485.37
24658,Headphones,Central,3273.99,9/6/2025,2,Furniture,C1124,343.36
32402,Printer,North,4892.79,5/13/2024,2,Electronics,C1032,1435.1
35578,Monitor,North,4471.61,7/17/2024,1,Clothing,C1261,995.97
28086,Camera, SOUTH,2262.31,8/19/2025,5,Clothing,C1389,320.88
49232,Laptop,north ,5682.73,5/2/2025,2,Electronics,C1461,789.72
27722,Headphones, SOUTH,891.71,7/16/2024,4,Clothing,C1106,160.66
35776,Monitor,South,480.07,12/16/2024,5,Accessories,C1024,139.39
44414,Smartwatch,,3372.02,4/29/2025,3,Clothing,C1068,621.54
9019,Headphones,North,1587.06,10/3/2024,3,Clothing,C1430,423.58
20519,Keyboard,,283.53,3/5/2024,3,Clothing,C1243,79.14
38793,Printer,north ,4257.89,8/7/2024,3,Electronics,C1227,567.07
40484,Monitor,,1820.41,11/20/2024,2,Furniture,C1247,470.11
2525,Tablet,East,1786.92,,2,Clothing,C1161,574.96
9307,Laptop,,3565.08,,4,Office Supplies,C1313,925.52
48340,Smartwatch,Central,1400.12,1/5/2026,3,Office Supplies,C1341,266.43
2968,Printer,east,2373.91,6/11/2024,2,Clothing,C1085,647.62
7631,Tablet,,1193.98,3/7/2026,3,Accessories,C1255,358.62
43520,Mobile,east,3617.01,4/8/2024,5,Electronics,C1416,567.08
33351,Smartwatch,east,3195.32,8/30/2025,5,Furniture,C1090,641.48
20035,Keyboard,Central,2402.27,2/26/2026,2,Electronics,C1095,471.38
40783,Printer,north ,5200.03,1/23/2024,3,Accessories,C1008,942.26
314,Headphones,Central,2866.18,7/30/2024,3,Electronics,C1408,902.49
17572,Monitor,East,1010.98,10/19/2023,4,Accessories,C1045,176.75
4803,Headphones,South,422.98,,4,Electronics,C1054,94.92
12001,Camera,West,2930.96,6/17/2024,5,Accessories,C1465,526.93
17308,Headphones,,4159.87,1/3/2026,1,Office Supplies,C1000,769.85
38682,Monitor,North,1551.73,7/1/2025,1,Electronics,C1105,437.14
23411,Monitor,North,3596.43,4/17/2025,3,Clothing,C1239,696.35
5328,Camera, SOUTH,4756.32,12/6/2024,1,Furniture,C1413,1316.67
14805,Keyboard,West ,955.85,9/16/2025,1,Clothing,C1225,198.95
1288,Monitor, SOUTH,4785.34,7/7/2025,5,Furniture,C1059,1668.75
21894,,east,2026.71,11/29/2025,4,Electronics,C1195,376.46
24891,Mouse,north ,314.8,11/21/2024,3,Clothing,C1486,48.7
48204,Smartwatch,,1987.79,5/18/2024,1,Clothing,C1492,526.88
19714,Mobile,,1996.04,4/27/2024,4,Office Supplies,C1344,304.97
41075,Laptop,east,4611.11,3/21/2025,4,Electronics,C1225,1471.58
45498,Monitor,Central,274.16,10/24/2024,4,Office Supplies,C1079,30.39
34603,Laptop,East,3147.85,2/10/2026,5,Office Supplies,C1419,959.44
16966,,South,2006.93,8/10/2025,5,Office Supplies,C1356,560.86
44680,Tablet,north ,2678.85,8/14/2024,1,Office Supplies,C1446,492.94
47571,Printer,east,5012.86,4/10/2026,1,Accessories,C1263,1660.33
14169,Tablet, SOUTH,146.88,3/8/2026,4,Clothing,C1063,42.19
31115,,Central,2890.98,10/7/2025,4,Office Supplies,C1352,724.72
42929,Headphones,West ,3361.93,11/9/2024,4,Electronics,C1087,339.79
42325,Camera,east,1584.17,3/14/2025,5,Clothing,C1084,287.04
41887,Mouse,east,1679.46,5/29/2024,4,Accessories,C1385,332.3
16824,Mobile,east,1135.12,8/11/2025,2,Furniture,C1349,224.52
43178,Monitor,South,3566.7,10/26/2024,5,Accessories,C1490,724.07
46235,Printer,,3396.78,6/5/2024,2,Furniture,C1241,1032.35
470,Camera,North,1821.49,2/14/2025,2,Clothing,C1081,301.15
41856,Tablet,West ,3089.57,1/19/2024,2,Accessories,C1276,341.72
7611,Camera,North,3608.85,8/18/2025,1,Furniture,C1014,549.55
39193,Headphones,,3496.11,12/13/2024,4,Electronics,C1220,655.16
48710,Camera,east,3463.14,12/12/2025,3,Accessories,C1032,549.12
41524,Mouse,east,2481.59,10/4/2024,5,Office Supplies,C1426,382.78
34434,Smartwatch,,4965.18,8/19/2025,4,Electronics,C1162,1478.83
11416,Smartwatch,,3120.36,3/3/2026,2,Clothing,C1362,852.22
12397,Printer,West ,2498.27,7/20/2026,4,Furniture,C1004,865.35
1440,Printer,east,194.37,11/1/2025,1,Electronics,C1343,53.92
39440,Laptop,,1336,4/2/2024,3,Furniture,C1199,219.9
47331,Printer,North,1862.25,8/21/2025,5,Accessories,C1324,467.99
19787,Keyboard,north ,3540.45,7/30/2024,3,Electronics,C1437,1218.78
19890,Mouse,West,5616.92,1/30/2025,1,Clothing,C1373,1760.93
30675,Mobile,north ,974.36,6/20/2024,2,Furniture,C1423,238.7
8545,Laptop,,1196.91,,1,Office Supplies,C1341,120.68
27867,,,3554.18,1/4/2025,5,Clothing,C1160,893
47844,Headphones,East,2060.98,9/13/2024,4,Clothing,C1458,701.37
20745,Printer,West ,2650.04,5/23/2024,2,Clothing,C1010,509.73
28321,Tablet,East,2622.93,8/17/2025,3,Furniture,C1165,832.23
23741,Mouse,,4795.23,4/22/2025,2,Office Supplies,C1296,813.21
33311,Monitor,east,4182.57,11/20/2025,5,Clothing,C1368,834.05
7264,Laptop,Central,2431.2,5/29/2024,4,Furniture,C1381,355.19
9436,Camera,West,3308.4,5/10/2025,4,Office Supplies,C1473,404.54
36112,Keyboard,West,1669.43,10/4/2025,2,Clothing,C1131,220.23
36822,Camera,Central,5347.59,12/15/2024,2,Accessories,C1001,756.68
9965,Keyboard,West,1239.65,9/20/2025,4,Furniture,C1172,248.19
27931,Laptop,East,6406.26,5/3/2024,4,Accessories,C1299,2009.45
6960,Laptop,North,2062.26,7/1/2025,3,Clothing,C1105,573.1
21531,Tablet, SOUTH,3777.97,9/5/2024,5,Furniture,C1035,537.16
18717,Printer,North,3347.79,10/20/2025,5,Office Supplies,C1005,403.24
40090,Tablet,West,790.77,11/2/2024,1,Clothing,C1101,170.33
3600,Smartwatch,North,1262.99,5/23/2025,4,Clothing,C1301,389.74
12257,Laptop,West ,917.27,3/2/2026,3,Furniture,C1093,285
40257,Laptop,north ,965.8,7/16/2025,3,Office Supplies,C1167,300.77
1881,Camera,,2546.99,9/27/2025,1,Accessories,C1221,785.98
22647,Smartwatch,,478.91,8/14/2024,1,Office Supplies,C1273,155.23
45937,Laptop,,3761.65,12/29/2025,4,Clothing,C1141,450.67
40527,Headphones,East,4019.5,8/30/2025,4,Furniture,C1006,509.9
704,Printer, SOUTH,1694.05,1/24/2025,2,Electronics,C1427,274.24
38475,Smartwatch,North,4076.65,8/6/2025,1,Clothing,C1154,635.95
24858,Laptop,South,2565.37,11/19/2024,1,Furniture,C1338,737.3
29789,Keyboard,,5391.97,3/5/2026,2,Office Supplies,C1377,1155.52
37475,Keyboard, SOUTH,4134.69,5/7/2025,1,Furniture,C1324,1103.34
24033,Keyboard,South,1282.31,1/20/2025,1,Office Supplies,C1208,242.07
24346,Mobile,West,4921.02,2/5/2025,3,Furniture,C1377,658.45
6794,Smartwatch,West ,4858.2,11/5/2025,2,Office Supplies,C1266,1467.24
12943,Tablet, SOUTH,3027.36,5/13/2025,3,Office Supplies,C1333,403.83
15884,Smartwatch,East,2611.94,11/12/2024,1,Accessories,C1336,718.84
42185,Keyboard,West ,3785.76,1/28/2026,3,Electronics,C1222,893.52
38970,Mouse,Central,3057.34,4/25/2024,1,Furniture,C1082,391.57
3594,Smartwatch,West ,4904.08,5/16/2025,2,Accessories,C1003,1429.87
12131,Headphones,,1135.27,7/16/2024,4,Accessories,C1378,248.57
