id,total_sales,average_sales,monthly_growth_percent,top_product,best_region,month
1063,36480.95,2028.53,-6.84,Camera,east,jul
1064,46713.25,2260.79,-1.24,Keyboard,,dec
1065,64952.05,4454.2,-8.22,Mobile,South,jul
1066,57588.85,1780.08,10.27,Headphones,South,September
1067,169116.62,611.63,18.74,Monitor,north ,September
1068,79620.5,3872.31,-1.48,Monitor,,NOV
1069,69237.23,725.29,4.34,Laptop,,May
1070,117849.75,,-14.95,Tablet,West,Oct
1071,98901.15,4808.5,22.76,Camera,,May
1072,72849.05,966.2,-3.38,Tablet,east,jul
1073,176655.58,2687.24,20.3,Tablet,West ,May
1074,71593.2,4066.33,10.05,Laptop,North,Jan
1075,49866.66,4809.56,11.08,,East,Jan
1076,23134.33,1129.65,21.23,Headphones,east,May
1077,,3884.26,9.27,Keyboard,Central,jul
1078,127869.91,4083.36,28.83,Tablet, SOUTH,
1079,171443.59,770.17,27.57,Smartwatch, SOUTH,
1080,198804.67,1000.09,28.47,Monitor,West ,Jan
1081,68969.89,4156.06,-14.89,Mobile,,June
1082,69517.33,1371.26,29.22,Headphones,,Aug
1083,,657.58,1.21,,West,September
1084,139059.22,1807.21,14.49,Monitor,east,Jan
1085,92872.27,4640.36,2.77,Mouse,north ,apr
1086,27806.25,288.93,-13.43,Tablet,North,dec
1087,53315.42,590.67,30.67,Smartwatch, SOUTH,June
1088,31033.78,4928.23,8.55,Monitor,North,apr
1089,88621.33,418.73,-8.51,Headphones,,February
1090,134012.02,2591.46,15.0,Smartwatch,,Aug
1091,24116.87,1863.02,4.92,Tablet,West ,
1092,180583.08,4482.99,20.74,,West,February
1093,-112135.38,4890.73,24.03,Headphones,North,Oct
1094,186489.24,2176.34,29.26,Laptop,West,jul
1095,56823.57,3482.15,27.11,Mobile,West,
1096,128838.99,3135.42,-11.51,Printer,West,June
1097,132622.22,2177.8,8.48,Tablet,east,dec
1098,-58183.84,2412.45,-8.06,Mouse,South,MAR
1099,175188.65,1232.09,17.36,Mobile,East,May
1100,,1713.78,33.0,Mouse,East,Oct
1101,58173.8,4962.59,,Headphones,,jul
1102,124712.44,2987.65,8.9,Keyboard,Central,MAR
1103,21052.43,292.4,37.54,Keyboard,,apr
1104,179264.23,2269.4,17.29,Laptop,North,February
1105,7759.6,,-1.93,Mobile,Central,
1106,44662.52,1015.94,-17.44,Mobile,east,
1107,185278.92,2977.81,30.05,Monitor, SOUTH,June
1108,152311.87,2954.03,-7.35,Smartwatch,,apr
1109,156995.69,4907.49,-9.38,Camera,,Oct
1110,131446.64,3224.73,-12.56,Mouse,East,
1111,135348.48,328.32,11.27,Headphones,South,apr
1112,10184.15,2890.68,-4.32,Monitor,South,Oct
1113,65671.46,4557.38,18.06,Mobile,West ,Oct
1114,124345.81,3806.62,10.93,Mouse,north ,jul
1115,140382.79,4092.37,-9.2,Monitor,West,February
1116,154971.18,487.41,2.75,Smartwatch,north ,Aug
1117,113608.24,2846.23,21.71,Monitor,,jul
1118,91697.64,3811.48,13.08,Printer,West,jul
1119,181694.72,1767.69,-0.37,Camera,West,Aug
1120,135408.98,4895.61,-18.0,Headphones,West ,June
1121,118698.63,1289.82,-4.57,Mouse, SOUTH,apr
1122,51034.21,1431.38,23.48,Printer,,Oct
1123,130823.19,3610.9,14.14,Camera,East,dec
1124,51470.9,1493.45,29.48,Mouse,West,June
1125,28211.31,3813.68,-15.71,Mobile,east,September
1126,52828.02,3727.59,29.52,Mouse,,September
1127,146012.57,623.9,17.66,Monitor,North,Oct
1128,194245.31,1990.95,16.15,Mouse,North,MAR
1129,196737.91,4983.61,-2.76,Mouse,South,apr
1130,78888.4,2481.35,-11.26,Mobile,East,June
1131,192968.78,4201.09,19.84,Printer,north ,February
1132,100406.0,1789.93,10.68,Monitor,South,NOV
1133,60580.4,2547.45,29.85,Printer,,Aug
1134,180452.24,975.8,39.63,Keyboard,West,
1135,157903.75,4192.52,-1.55,Monitor,West ,Oct
1136,142378.25,3016.67,-19.69,Mobile,,May
1137,133541.15,2619.18,1.6,Headphones,,May
1138,178751.73,3628.19,14.44,Tablet,,Jan
1139,170737.29,2619.69,-8.32,Camera, SOUTH,NOV
1140,196544.52,4160.82,30.95,,North,May
1141,93122.1,479.11,27.23,,West ,MAR
1142,-61860.98,1920.67,14.56,Mobile,East,
1143,112800.21,4130.53,-13.68,Mobile,east,
1144,163649.45,4379.8,24.97,Camera,West,MAR
1145,24204.58,2915.78,,Laptop,West ,May
1146,148056.69,2367.08,37.35,Keyboard,North,Aug
1147,164432.37,4856.05,-4.72,Keyboard,,Jan
1148,87852.99,442.12,10.3,Mouse,Central,Oct
1149,184269.35,4484.74,-19.59,Mouse,,NOV
1150,126339.94,1208.32,33.46,Headphones,north ,dec
1151,-126926.13,3644.82,39.17,Keyboard,South,May
1152,190479.42,4068.21,-5.64,Tablet,East,Aug
1153,149418.71,3817.45,21.62,Laptop,South,Jan
1154,7118.81,1384.51,23.49,Mouse, SOUTH,apr
1155,49895.1,2555.14,36.31,Smartwatch,East,June
1156,183387.46,2682.04,2.69,Smartwatch,South,NOV
1157,147473.71,4759.02,-4.76,Headphones,Central,May
1158,33486.66,2764.67,20.64,Mouse,Central,February
1159,160290.86,564.02,30.31,Mouse,,May
1160,183582.73,1011.6,3.29,Smartwatch,,
1161,158457.45,1584.44,17.61,Printer,North,NOV
1162,36106.18,2197.91,27.74,Laptop,,Aug
1163,93195.69,1841.41,39.88,Printer,,September
1164,14457.5,1602.08,-7.01,Monitor, SOUTH,apr
1165,14747.33,657.21,20.21,Smartwatch,West ,February
1166,49871.6,765.22,-8.4,Monitor,West,
1167,153096.62,2771.02,-10.01,Headphones,,June
1168,-184681.43,4610.8,24.24,Mobile,Central,NOV
1169,160114.04,4352.07,38.21,Headphones,,jul
1170,189628.7,300.8,13.17,Printer, SOUTH,
1171,104159.42,4178.49,18.52,Camera,north ,MAR
1172,82703.1,4450.69,,Smartwatch,South,
1173,103041.03,3805.77,21.52,Keyboard,north ,Jan
1174,82096.8,3101.81,25.74,Camera,West,MAR
1175,188745.87,4432.99,-10.7,Smartwatch,Central,MAR
1176,111224.25,2485.76,22.37,Mobile,,June
1177,137118.01,2712.21,34.44,Mobile,Central,September
1178,165429.79,1475.75,11.15,Headphones,north ,apr
1179,191673.3,3558.66,35.96,Monitor,North,September
1180,42690.1,,25.16,Monitor,West,June
1181,101654.45,3735.24,22.98,Tablet,north ,MAR
1182,194660.62,1063.75,-3.05,Camera,east,dec
1183,123301.66,3997.56,-1.1,Laptop,,
1184,-87709.93,3679.49,,Printer,West,February
1185,81885.06,2324.29,18.43,Tablet,Central,June
1186,78278.17,3556.16,-15.48,Printer,North,June
1187,140086.92,4847.97,,Laptop,West ,September
1188,146470.33,4154.78,-7.32,Mouse,Central,Oct
1189,168117.4,3368.86,8.44,Mouse,east,
1190,62233.64,4844.05,-12.97,Keyboard,West,Aug
1191,162573.16,3048.98,16.84,Printer,East,Aug
1192,67659.15,4036.72,26.18,Headphones,West,February
1193,68921.21,4441.9,-13.71,Tablet,north ,apr
1194,114243.66,4891.03,37.19,Smartwatch,East,Aug
1195,143701.87,3337.08,,Headphones,West ,NOV
1196,126880.71,3931.25,20.74,Headphones,north ,June
1197,160966.24,4540.62,11.4,Printer,East,jul
1198,88659.86,2068.89,9.87,Headphones,,February
1199,108455.98,356.61,31.72,Laptop,West ,jul
1200,67185.38,2717.74,20.1,Headphones,South,Jan
1201,34174.11,785.47,12.41,Headphones,Central,apr
1202,138073.97,3937.93,-3.02,Printer,South,Jan
1203,-143499.98,4420.62,-4.62,Camera,East,Oct
1204,153025.88,2987.9,6.06,Mouse,North,February
1205,67209.6,1771.52,22.71,Laptop,East,dec
1206,40008.83,2181.67,31.74,Keyboard, SOUTH,May
1207,93234.54,2709.11,-15.18,Mouse,East,September
1208,46443.94,539.01,-6.35,Laptop,East,NOV
1209,100260.74,1577.26,19.89,Monitor,east,Aug
1210,160291.99,,-11.41,Keyboard,north ,May
1211,195232.25,338.06,36.63,Smartwatch,North,
1212,125121.0,1986.67,-1.49,Smartwatch,north ,June
1213,,2269.71,-6.39,Mouse,,Oct
1214,64175.86,998.39,-9.82,Smartwatch,north ,February
1215,41009.59,3337.41,5.64,Printer,West ,May
1216,126654.88,4242.04,-8.42,Mobile,,
1217,126739.59,1355.76,22.7,Headphones,,MAR
1218,126144.44,3707.18,19.1,Mobile,North,Aug
1219,60739.76,3085.15,-9.65,Printer, SOUTH,May
1220,109296.51,1428.72,6.35,Printer,,jul
1221,160370.71,4135.62,13.73,Camera,South,February
1222,198718.52,1995.08,-18.36,, SOUTH,Jan
1223,83238.51,4772.92,22.82,Tablet,,September
1224,72292.31,1394.82,34.72,Headphones,West ,MAR
1225,150092.69,1291.26,20.68,Headphones,North,MAR
1226,102942.4,1565.87,2.86,,North,February
1227,173676.05,1929.8,8.98,Smartwatch,east,jul
1228,182556.87,1204.36,-2.8,Tablet,West,
1229,37317.36,4916.68,19.44,Monitor, SOUTH,jul
1230,198113.83,1925.03,-1.89,Smartwatch,East,June
1231,146798.81,2724.0,17.71,Keyboard, SOUTH,dec
1232,188990.03,3421.6,15.98,Camera,east,NOV
1233,133286.84,1294.04,32.22,Camera,West,June
1234,29033.22,3507.81,-13.86,Camera,east,
1235,194271.21,1095.51,10.3,Smartwatch,North,MAR
1236,36272.11,956.11,28.6,Headphones,South,May
1237,130040.27,4238.14,16.9,Printer,South,Jan
1238,183661.26,1909.85,-7.98,Laptop,West ,jul
1239,141078.35,2094.46,12.28,Headphones,,jul
1240,172444.63,4522.8,22.13,Mobile,West ,jul
1241,125672.26,4137.14,8.5,Headphones,North,dec
1242,7429.79,204.92,-11.74,,north ,September
1243,103133.04,2220.88,1.92,Mobile,north ,Aug
1244,13316.27,3743.7,2.37,Tablet,West ,
1245,128727.93,2081.12,10.39,Monitor,east,apr
1246,15417.05,1885.31,39.8,Mobile,North,NOV
1247,6025.66,1351.83,34.82,Smartwatch,,dec
1248,90733.22,1286.0,34.01,Headphones,north ,MAR
1249,191192.59,3350.98,31.18,Headphones,,May
1250,64914.65,966.67,-16.72,Smartwatch,east,apr
1251,36796.81,3591.26,20.63,Monitor,,jul
1252,50977.32,3128.83,-9.12,Keyboard,Central,Aug
1253,148909.79,780.9,38.23,Smartwatch,east,
1254,105872.37,578.28,-6.51,Camera,Central,June
1255,53760.98,2139.8,-9.11,Smartwatch,South,
1256,171306.78,3267.32,-11.4,Keyboard,,February
1257,5653.98,4518.55,8.06,Keyboard,South,jul
1258,152531.43,1469.16,-8.46,Mobile,West,NOV
1259,8285.9,343.91,6.18,Tablet,north ,dec
1260,81833.04,3016.42,8.14,Camera,West ,
1261,104245.08,,30.18,Laptop,Central,June
1262,94810.33,3784.81,9.15,Laptop,East,Oct
1263,82029.57,3205.59,-4.3,Printer,north ,apr
1264,85299.79,2350.62,20.7,Smartwatch,east,Jan
1265,75719.98,3218.63,34.99,Mobile,,
1266,127632.59,3945.86,27.6,Smartwatch,North,apr
1267,,3462.2,2.05,Camera,,Oct
1268,85797.14,662.88,31.83,Laptop,,Oct
1269,106295.06,2806.04,25.27,,Central,Aug
1270,144812.93,3554.61,-5.72,Smartwatch,north ,September
1271,127022.66,4712.41,-16.03,Laptop,West ,May
1272,83467.37,1794.03,-0.42,Monitor,West ,Oct
1273,152969.39,4211.17,14.49,Smartwatch,North,NOV
1274,165486.54,897.75,-18.49,Monitor,West,Jan
1275,87126.82,4058.03,28.52,Printer,north ,apr
1276,74521.91,339.32,2.44,Laptop,east,February
1277,154450.09,678.09,3.1,Mobile,,February
1278,34294.52,1814.65,-10.27,Headphones,,Aug
1279,38970.8,2637.31,18.77,Mobile,East,Jan
1280,177719.49,3169.5,-13.81,Keyboard,north ,dec
1281,61350.13,2390.14,0.55,Camera,West,jul
1282,167697.36,3580.7,-7.65,Tablet,,dec
1283,54975.49,2293.3,-4.73,Monitor, SOUTH,Jan
1284,168064.06,4626.78,-18.04,Monitor,North,jul
1285,154349.93,3815.37,24.15,Printer,East,Aug
1286,147777.28,499.77,21.8,Headphones,North,June
1287,21155.4,3994.55,28.52,Tablet,West ,NOV
1288,135954.94,701.56,-16.66,Laptop,North,September
1289,188180.78,1047.92,6.1,Mouse,east,Jan
1290,77868.7,2751.56,12.66,,north ,jul
1291,107451.41,3176.91,-14.14,Monitor,North,June
1292,123420.08,3822.23,-10.01,Printer,East,MAR
1293,104683.52,2894.6,33.79,Laptop,,NOV
1294,168018.32,2646.22,14.85,Printer,,MAR
1295,126086.4,,24.06,Laptop,,jul
1296,190828.67,1959.32,-0.09,Mobile,West,apr
1297,43311.19,404.47,18.96,Camera,East,jul
1298,171961.28,3931.16,7.27,Keyboard,North,Oct
1299,29186.74,2142.95,-5.9,Laptop,West,
1300,90546.41,2266.86,,Printer,East,NOV
1301,72196.81,3835.32,14.15,Keyboard,West ,
1302,189663.47,2232.27,7.46,Smartwatch,South,jul
1303,89740.54,4455.51,38.41,Camera,East,dec
1304,158769.04,2312.9,23.67,Camera,West ,September
1305,91151.47,4807.05,0.79,Camera,,Jan
1306,108017.23,3909.29,25.73,Headphones,West,Aug
1307,169046.44,2409.71,-6.44,Headphones,North,Jan
1308,166513.37,3171.07,17.88,Tablet,,dec
1309,142703.59,3392.42,26.69,Smartwatch,east,NOV
1310,195740.63,985.81,-9.39,Smartwatch,West,
1311,108128.48,2972.67,2.12,Printer,South,
1312,66903.15,3470.41,0.34,Mouse,East,MAR
1313,69597.24,4431.61,28.56,Smartwatch,east,June
1314,-181334.6,4467.12,36.24,Smartwatch,North,MAR
1315,-5576.06,3903.12,20.84,Mobile,east,June
1316,33329.18,4229.49,-8.9,Printer,,September
1317,69380.67,3991.98,-11.94,Printer,,NOV
1318,67269.47,766.3,-4.25,Smartwatch,,September
1319,164403.09,382.08,-5.71,Camera,South,Oct
1320,165536.28,1372.73,19.95,Mobile,,February
1321,30656.54,906.76,8.83,Smartwatch,West,May
1322,38478.08,205.39,2.79,Camera,East,Aug
1323,-174159.82,4691.67,-1.82,Mobile,West ,dec
1324,178466.13,4037.64,33.13,Keyboard,West ,dec
1325,100623.77,1111.43,-3.3,Smartwatch,South,June
1326,53951.9,699.26,19.66,Keyboard, SOUTH,MAR
1327,186974.4,3555.79,20.01,Keyboard,South,MAR
1328,170179.86,2242.04,-14.36,Mouse,Central,May
1329,171234.62,473.42,-11.7,Laptop,east,Oct
1330,,1607.34,34.07,Camera,South,Jan
1331,113844.77,1274.38,36.11,Monitor,north ,Jan
1332,108434.82,3398.18,25.71,Mobile,East,February
1333,16412.95,4667.51,39.88,Smartwatch,north ,
1334,147136.62,639.72,19.62,Keyboard,West ,MAR
1335,98142.04,3571.84,-13.9,Tablet,West,
1336,173976.19,1158.85,-19.86,Mouse,Central,Aug
1337,175077.79,3173.69,-18.08,Tablet,West,February
1338,98578.82,,9.62,Tablet,north ,Oct
1339,153641.75,566.74,36.57,Laptop,West ,apr
1340,14454.69,3686.72,7.36,Mouse,West ,jul
1341,190505.7,4974.96,13.62,Mouse,north ,Jan
1342,33173.81,2138.53,-12.33,Camera,South,apr
1343,138573.8,1747.57,-16.11,Mobile,South,NOV
1344,150234.43,3754.77,16.41,Mobile,East,Oct
1345,157797.09,2483.15,22.35,Mobile,East,September
1346,120736.52,2175.51,5.09,Camera,,jul
1347,19416.4,2391.63,28.79,Mobile,West ,Jan
1348,7864.78,3512.81,37.39,Headphones,east,June
1349,70273.44,1961.16,,Laptop,West ,Aug
1350,136916.93,802.79,26.57,Keyboard,Central,Oct
1351,94290.91,3317.24,13.5,Monitor,West ,May
1352,81388.05,4412.59,13.64,Mobile,North,Jan
1353,32897.98,3310.73,37.55,Printer,East,Oct
1354,117656.64,4613.87,-14.48,Printer,West ,apr
1355,197873.23,3390.13,7.23,Smartwatch,north ,Aug
1356,133461.27,2047.17,-11.6,Mouse,north ,apr
1357,193306.04,459.78,-6.76,Mouse, SOUTH,MAR
1358,55988.26,1959.79,-11.18,Mobile,North,Jan
1359,147252.07,4166.34,-18.06,Laptop,East,apr
1360,125899.55,734.78,20.01,Mobile,Central,Jan
1361,92293.96,1259.7,-18.58,Tablet,Central,Aug
1362,53247.09,1983.21,-0.28,Camera,South,Jan
1363,33584.29,1024.72,-17.25,Keyboard, SOUTH,September
1364,87299.44,2403.56,-18.69,Headphones,South,Oct
1365,42193.46,2656.38,,Smartwatch,South,dec
1366,31710.74,1943.77,2.67,Mouse,east,MAR
1367,22880.7,390.4,22.4,Camera,West,NOV
1368,71006.78,3357.67,18.87,Headphones, SOUTH,Jan
1369,31740.1,3109.7,,Printer,West ,May
1370,40070.67,,8.7,Laptop,east,September
1371,101642.26,3701.63,-7.73,Smartwatch,West,jul
1372,23432.14,1736.04,13.85,Keyboard,east,dec
1373,45929.68,2250.4,1.07,Mobile,South,MAR
1374,188129.7,1384.72,32.9,Camera,Central,
1375,72284.28,2009.36,28.69,Headphones,,June
1376,77135.03,4463.05,1.05,Keyboard,West ,jul
1377,49179.47,2480.23,,Camera,east,Aug
1378,73772.72,1493.14,-1.4,Laptop,,dec
1379,127807.0,2283.04,28.82,Laptop,West,September
1380,67102.0,3643.87,6.02,Mouse,North,dec
1381,126678.36,340.29,-11.94,Keyboard,Central,MAR
1382,48213.17,3244.01,,Mobile, SOUTH,Aug
1383,66711.38,4598.08,6.1,Mobile,South,
1384,69755.7,4220.28,14.77,Mouse,West,MAR
1385,141388.81,3370.87,-0.14,Mouse,east,NOV
1386,121808.32,3292.16,-7.06,Camera,north ,NOV
1387,124243.43,2630.43,-1.79,Printer,east,NOV
1388,157025.88,3663.22,27.65,Camera,East,
1389,89091.97,1210.11,1.8,Smartwatch,West,jul
1390,156773.71,236.01,-3.8,Camera, SOUTH,June
1391,185744.61,458.95,19.3,Camera,,NOV
1392,11998.72,4958.21,5.99,Mobile,Central,dec
1393,175264.77,4702.98,17.98,Tablet,north ,June
1394,113558.26,2147.91,-11.94,Mouse,Central,apr
1395,199968.2,3499.92,-13.09,Camera,,MAR
1396,136074.92,4428.51,9.49,Smartwatch, SOUTH,dec
1397,121847.62,2377.33,26.63,Monitor,,NOV
1398,85427.19,3501.02,7.4,Printer,West,September
1399,22279.73,2188.07,-0.1,Monitor,,jul
1400,16327.97,3427.17,-9.61,Mobile,Central,February
1401,11896.65,4495.14,-13.02,Printer,South,Aug
1402,140667.12,4144.98,21.35,Laptop,East,apr
1403,54410.71,1585.85,-15.67,Camera,West ,
1404,114720.33,564.88,-17.91,Tablet,east,May
1405,88963.72,3623.82,15.18,Mobile,north ,Aug
1406,52894.75,,7.49,Laptop, SOUTH,Aug
1407,18818.38,,21.91,Smartwatch,,dec
1408,124782.62,2545.2,35.79,Smartwatch,east,September
1409,67589.46,2725.19,34.49,Tablet,,June
1410,94932.12,1112.12,-18.95,Monitor, SOUTH,Oct
1411,26903.69,4338.59,5.44,Monitor,Central,NOV
1412,92912.91,4235.28,11.45,Smartwatch,South,dec
1413,76765.07,2911.34,-2.41,Camera,North,September
1414,132856.8,1927.06,16.29,Headphones,Central,MAR
1415,159283.43,3157.04,21.77,Laptop,Central,dec
1416,148705.68,2024.08,-17.36,Camera,North,jul
1417,162582.71,1189.12,32.12,Headphones,east,NOV
1418,193655.46,2057.33,13.58,Monitor,North,
1419,129759.55,3672.77,0.12,Tablet,West ,September
1420,56350.67,274.27,-9.93,Monitor,West,June
1421,151951.93,3648.12,36.89,Smartwatch,East,apr
1422,49037.07,2220.75,-16.1,Tablet,,dec
1423,136235.41,4880.92,6.97,Mouse,,NOV
1424,194354.62,387.86,35.73,Mouse,east,
1425,156157.58,3989.45,14.96,Camera,north ,Aug
1426,188919.74,,19.35,Mobile,East,September
1427,144152.53,1343.79,13.02,Monitor,,Aug
1428,57552.34,3098.88,-11.53,Camera,north ,Aug
1429,27337.95,2894.09,13.75,Smartwatch,West ,MAR
1430,59756.75,808.86,30.32,Headphones, SOUTH,September
1431,107487.45,543.35,22.99,Tablet,West,May
1432,183678.9,3138.55,-16.76,Smartwatch,,apr
1433,158959.07,4909.31,-3.0,Mobile,South,May
1434,18292.32,4490.83,-12.86,Laptop,,NOV
1435,167208.51,2785.2,26.48,Mobile,,June
1436,189729.67,2098.22,24.69,Printer,West,Oct
1437,56825.72,1084.54,-5.77,Keyboard,East,NOV
1438,179237.69,4735.16,-13.51,Laptop,,May
1439,127428.63,2098.28,-15.66,Tablet,West ,May
1440,41082.86,307.22,7.71,Smartwatch,West,apr
1441,165058.7,4594.82,1.38,Keyboard,South,apr
1442,91615.79,4402.84,-14.97,Tablet, SOUTH,May
1443,77335.4,267.52,6.77,Tablet,South,
1444,136156.0,556.26,-18.81,Printer,,NOV
1445,22514.98,488.87,5.11,Headphones,South,February
1446,102185.5,2903.8,-2.43,Headphones,north ,MAR
1447,124523.69,956.59,33.76,Monitor,East,May
1448,,4320.67,39.19,Keyboard,Central,NOV
1449,111816.86,2756.55,-12.85,Printer,South,NOV
1450,121620.28,3212.23,6.06,Camera,East,Oct
1451,163947.05,3430.45,,Laptop,north ,NOV
1452,179903.37,2476.78,25.23,Printer, SOUTH,February
1453,129467.67,4106.15,35.74,Laptop,,May
1454,188715.86,849.61,3.58,Keyboard,north ,May
1455,123476.42,3343.8,26.7,Headphones,east,June
1456,86180.65,2552.77,-8.49,Laptop,West,May
1457,84917.64,3322.7,4.85,Mobile,,May
1458,15683.49,2884.56,-11.31,Keyboard,,NOV
1459,147789.49,2397.45,-17.2,Tablet,,Oct
1460,97393.69,3818.81,26.69,Printer,West,September
1461,149534.31,3704.98,-18.57,Printer, SOUTH,Oct
1462,120098.34,4272.89,35.06,Headphones, SOUTH,September
1463,179410.41,2596.39,32.85,Keyboard,South,dec
1464,29884.04,3649.4,-2.94,Tablet,Central,jul
1465,143956.47,2515.28,14.07,,East,May
1466,20322.05,4573.21,1.35,Headphones,West ,NOV
1467,156113.83,3350.99,39.42,Mobile,,February
1468,13274.24,4439.55,-10.09,Headphones,,dec
1469,63999.19,3970.3,24.89,Keyboard,east,Jan
1470,174579.41,1144.5,38.48,Keyboard,South,Aug
1471,129063.84,4992.01,-7.19,Monitor,Central,Jan
1472,68616.35,4336.35,,Keyboard,,dec
1473,46014.37,2395.54,37.11,Printer,West,dec
1474,38250.11,3004.57,-17.19,Printer,Central,September
1475,87055.24,3804.87,-0.85,Printer,,Oct
1476,157263.21,2953.13,17.19,Mouse,North,Oct
1477,14725.59,2695.61,7.53,Monitor,South,February
1478,153991.23,4666.12,31.49,Laptop,north ,NOV
1479,173428.19,797.75,-19.41,,east,September
1480,105690.13,470.82,27.78,Camera, SOUTH,NOV
1481,13634.57,2423.88,-1.15,Printer,South,Oct
1482,169874.05,209.65,20.22,Keyboard,South,Oct
1483,132761.42,2435.66,-7.97,Tablet,West,
1484,25620.82,4470.98,33.8,Laptop,,
1485,190103.77,3214.2,-0.85,Laptop,,Aug
1486,149466.8,4479.99,34.39,Printer,north ,jul
1487,159193.37,2938.19,-15.48,Monitor,South,February
1488,83877.08,4790.85,12.99,Camera,,May
1489,147039.31,3048.45,28.76,Tablet,North,September
1490,183846.1,628.56,-19.51,,West ,Oct
1491,161287.11,883.98,-11.4,Tablet,north ,
1492,,2421.55,27.28,Headphones,South,MAR
1493,141718.07,867.74,-11.89,Monitor, SOUTH,Aug
1494,116857.72,1754.04,-9.3,Monitor,north ,dec
1495,9608.41,353.89,27.12,Keyboard,,Jan
1496,6634.7,4675.56,,Laptop,West ,February
1497,177999.43,4148.87,25.52,Headphones,east,NOV
1498,195142.33,1395.59,4.49,Laptop,Central,Oct
1499,171762.74,3571.06,-3.07,Mouse,,dec
1500,55214.24,2897.95,-13.35,Headphones,east,Oct
425,196372.71,3331.59,11.98,Keyboard,north ,Oct
1479,173428.19,797.75,-19.41,,east,September
1263,82029.57,3205.59,-4.3,Printer,north ,apr
1036,51123.74,1452.79,,Mouse,East,apr
97,51184.31,2914.07,31.65,Smartwatch,East,jul
706,188509.08,3706.19,19.6,Smartwatch,South,September
392,180694.73,4689.59,-15.9,Camera,,dec
1455,123476.42,3343.8,26.7,Headphones,east,June
1022,51912.46,1161.45,21.46,Monitor,north ,MAR
194,95768.83,3513.89,-13.36,Mouse,,NOV
1294,168018.32,2646.22,14.85,Printer,,MAR
1486,149466.8,4479.99,34.39,Printer,north ,jul
1030,51065.52,2163.92,-12.33,Printer,,NOV
52,87942.15,2823.93,9.76,Headphones, SOUTH,Aug
302,29721.66,4334.51,1.71,Mobile,West,September
76,181973.77,3879.46,18.81,,North,
1395,199968.2,3499.92,-13.09,Camera,,MAR
193,,2300.13,,Monitor,,apr
1111,135348.48,328.32,11.27,Headphones,South,apr
1437,56825.72,1084.54,-5.77,Keyboard,East,NOV
330,185941.8,4530.86,23.91,Camera,,June
1088,31033.78,4928.23,8.55,Monitor,North,apr
1450,121620.28,3212.23,6.06,Camera,East,Oct
1485,190103.77,3214.2,-0.85,Laptop,,Aug
542,194105.47,4656.6,19.46,Camera,South,September
925,7518.66,2553.62,24.26,Headphones,West,September
955,146374.54,3797.07,5.86,Headphones,,Aug
1024,,1690.25,20.65,Headphones,West,dec
991,100737.6,3166.05,-7.14,Tablet,East,MAR
1241,125672.26,4137.14,8.5,Headphones,North,dec
668,14217.51,1772.16,9.97,Mobile,north ,Jan
1237,130040.27,4238.14,16.9,Printer,South,Jan
273,173115.26,3616.18,37.9,Keyboard,Central,apr
72,163838.11,,-0.38,Mouse,Central,Oct
146,123412.35,1942.28,-6.32,Keyboard,North,February
426,63054.11,2950.95,-7.28,Smartwatch,,apr
505,196133.78,3582.92,-8.9,Printer,East,MAR
1113,65671.46,4557.38,18.06,Mobile,West ,Oct
726,76988.94,2099.82,0.3,Keyboard,South,
246,29349.07,467.22,26.03,Mobile,North,February
1125,28211.31,3813.68,-15.71,Mobile,east,September
300,17211.93,1398.83,6.21,Laptop,West ,Oct
521,197538.2,1991.53,-14.03,Tablet,North,dec
910,197094.53,3677.15,35.75,Laptop,West,Oct
763,70492.17,1120.23,24.99,Mouse,east,Aug
772,164917.02,1278.38,,Mouse,north ,NOV
341,149330.11,3390.56,23.0,Laptop,East,May
361,119289.5,3766.48,-11.51,,,June
813,50511.06,4702.2,-18.07,Printer,South,apr
136,78066.0,1157.19,13.86,Mouse,,June
610,123928.08,2150.43,21.19,Monitor,South,February
1305,91151.47,4807.05,0.79,Camera,,Jan
1261,104245.08,,30.18,Laptop,Central,June
637,29158.95,4423.1,5.27,Tablet,East,apr
44,126907.55,4598.03,-10.15,Camera,East,Oct
114,82888.86,860.15,13.51,Tablet, SOUTH,Oct
5,146299.81,4163.45,-2.51,Mobile,East,February
1104,179264.23,2269.4,17.29,Laptop,North,February
990,161020.72,1655.3,-14.74,Mouse,north ,February
367,96635.85,4523.87,26.16,Mobile,north ,apr
397,30959.65,4691.0,-10.88,Headphones,Central,
101,183618.03,2122.22,-15.07,Monitor,South,dec
125,115106.4,3399.55,11.83,Monitor,,NOV
523,27791.55,3216.2,27.61,Monitor,West,Aug
303,129097.31,824.71,-16.04,Smartwatch, SOUTH,jul
1130,78888.4,2481.35,-11.26,Mobile,East,June
22,144977.59,1561.57,29.29,Keyboard,,Oct
1266,127632.59,3945.86,27.6,Smartwatch,North,apr
1004,188672.66,2226.9,-14.51,Laptop,West,dec
1067,169116.62,611.63,18.74,Monitor,north ,September
1135,157903.75,4192.52,-1.55,Monitor,West ,Oct
492,-97314.95,353.96,17.46,Keyboard, SOUTH,May
444,9666.79,2130.87,38.35,Monitor,West,June
443,37412.3,1085.4,-10.46,Keyboard,Central,Aug
49,16680.0,3487.7,35.12,Headphones, SOUTH,jul
132,31065.93,2030.25,-5.41,,East,September
1246,15417.05,1885.31,39.8,Mobile,North,NOV
